ČÍSLO FAKTURY,IČO SPOLEČNOSTI,ČÁSTKA (V CELÝCH KČ)
151303,92019399,1496927
151304,92019399,1887935
151305,33828139,2337418
151306,9831829,141225
151307,01846359,581932
151308,18539217,1794700
151309,18581928,327720
151310,01846359,26374
151311,33828139,1326445
151312,01846359,1913162
151313,18539217,690308
151314,02838109,237791
151315,92019399,986179
151316,01846359,2306906
151317,33828139,2494524
151318,92019399,879302
151319,9831829,23136
151320,05159822,2053958
151321,18581928,1484452
151322,9831829,1434618
151323,06230932,2104358
151324,02838109,1027259
151325,02838109,433440
151326,05159822,2796550
151327,18539217,1210411
151328,67821984,1271276
151329,05159822,2940183
151330,01846359,207999
151331,05159822,1970855
151332,02838109,888986
151333,06230932,436422
151334,67821984,2460880
151335,02838109,1395143
151336,18581928,2465762
151337,01846359,2803396
151338,18539217,1621971
151339,92019399,1864193
151340,92019399,2073131
151341,01846359,196462
151342,9831829,87112
151343,06230932,2862958
151344,06230932,2313026
151345,33828139,2497359
151346,18539217,1344183
151347,33828139,2123701
151348,05159822,150843
151349,67821984,1982656
151350,06230932,2550160
151351,33828139,2069360
151352,02838109,1974494
151353,18539217,1234773
151354,06230932,218664
151355,9831829,1397001
151356,18539217,1814109
151357,9831829,1728978
151358,01846359,2189191
151359,05159822,250462
151360,67821984,1528236
151361,18581928,2332077
151363,02838109,597737
151364,67821984,2070140
151365,18581928,2359989
151366,05159822,2463080
151367,18581928,1648901
151368,18581928,608970
151369,92019399,1313128
151370,9831829,2548622
151371,01846359,2980726
151372,92019399,505745
151373,01846359,2348129
151374,67821984,443339
151375,67821984,1386085
151376,18581928,2086578
151377,9831829,2945558
151378,92019399,940316
151379,9831829,597998
151380,9831829,2331628
151381,67821984,829159
151382,18539217,1467497
151383,92019399,667932
151384,18539217,2133201
151385,18581928,1620029
151386,33828139,2887047
151387,02838109,854268
151388,05159822,274745
151389,67821984,2097985
151390,18581928,2802246
151391,33828139,1223323
151392,33828139,451961
151393,18539217,1916720
151394,92019399,1506583
151395,06230932,2955887
151396,67821984,2129461
151397,92019399,438930
151398,18539217,323046
151399,92019399,1737389
151400,01846359,2938887
151401,9831829,2737460
151402,18581928,1972411
151403,92019399,464814
151404,05159822,1415799
151405,18539217,105482
151406,92019399,1186514
151407,02838109,612456
151408,33828139,668124
151409,67821984,2045250
151410,01846359,1864845
151411,18539217,1213704
151412,33828139,184884
151413,06230932,1139990
151414,18581928,1106098
151415,67821984,2643784
151416,9831829,1101205
151417,18539217,2737442
151418,33828139,2071931
151419,92019399,2615799
151420,67821984,58794
151421,67821984,743594
151422,33828139,333642
151423,33828139,1779996
151424,18539217,1917644
151425,18581928,696693
151426,9831829,316903
151427,18539217,2716821
151428,02838109,2410356
151429,9831829,2464174
151430,18539217,1306665
151431,01846359,1526000
151432,05159822,2760329
151433,18581928,374392
151434,06230932,1674285
151435,18539217,2742573
151436,01846359,2940048
151437,01846359,463394
151438,01846359,1196634
151439,9831829,2480220
151440,33828139,880091
151441,92019399,1920035
151442,06230932,425177
151443,92019399,1619233
151444,05159822,2050599
151445,9831829,285968
151446,05159822,2363067
151447,18581928,98600
151448,33828139,2828551
151449,05159822,2806800
151450,92019399,141900
151451,67821984,1208251
151452,06230932,1786678
151453,33828139,2884409
151454,92019399,1709613
151455,18581928,1930525
151456,67821984,946214
151457,33828139,880132
151458,92019399,2449113
151459,01846359,1326770
151460,92019399,28501
151461,05159822,858111
151462,05159822,1613083
151463,92019399,165826
151464,33828139,2203869
151465,33828139,75491
151466,06230932,695951
151467,18539217,2776197
151468,02838109,1479898
151469,05159822,181933
151470,01846359,299006
151471,18539217,2953763
151472,18581928,-4387
151473,02838109,1354735
151474,05159822,270744
151475,05159822,612486
151476,02838109,1275684
151477,05159822,2195895
151478,67821984,1857077
151479,06230932,2325764
151480,02838109,2665576
151481,06230932,2787871
151482,67821984,372102
151483,06230932,1300185
151484,05159822,233326
151485,9831829,614686
151486,67821984,1283032
151487,18539217,2994839
151488,02838109,1663494
151489,06230932,687394
151490,33828139,475511
151491,33828139,2773434
151492,06230932,198319
151493,01846359,339624
151494,06230932,281933
151495,92019399,1702707
151496,33828139,1416257
151497,18539217,493765
151498,33828139,1760581
151499,18539217,539202
151500,92019399,2185541
151501,18539217,1629196
151502,02838109,2140009
151503,9831829,277487
151504,05159822,2687474
151505,06230932,1365243
151506,02838109,215603
151507,67821984,1120801
151508,9831829,1837739
151509,05159822,2343120
151510,02838109,1075105
151511,05159822,742675
151512,33828139,2620382
151513,01846359,2600165
151514,9831829,906070
151515,92019399,1983133
151516,01846359,2803917
151517,02838109,1684973
151518,18539217,1317755
151519,01846359,1726906
151520,02838109,2062600
151521,18539217,2190666
151522,18581928,2580703
151523,06230932,636871
151524,9831829,2251073
151525,18581928,2287744
151526,67821984,850278
151527,05159822,227113
151528,06230932,1219161
151529,92019399,1052161
151530,18539217,2810393
151531,18539217,838695
151532,06230932,456457
151533,18539217,409951
151534,9831829,1700006
151535,05159822,154717
151536,9831829,2437205
151537,92019399,1731784
151538,18581928,2314525
151539,18581928,439562
151540,67821984,2997234
151541,9831829,1055855
151542,18581928,1097028
151543,67821984,1529006
151544,18581928,2420732
151545,02838109,1183733
151546,06230932,234068
151547,05159822,2855038
151548,33828139,321429
151549,05159822,2157742
151550,01846359,1234047
151551,92019399,601997
151552,05159822,2489752
151553,18581928,1282608
151554,01846359,1598382
151555,9831829,2127320
151556,02838109,762773
151557,33828139,2245986
151558,05159822,2470161
151559,01846359,1717360
151560,18581928,1591279
151561,92019399,720597
151562,01846359,2931189
151563,18539217,1523625
151564,05159822,1923050
151565,02838109,2948148
151566,9831829,753467
151567,18581928,1275490
151568,18539217,2039781
151569,9831829,2852048
151570,02838109,2567714
151571,33828139,1837179
151572,02838109,1735446
151573,9831829,1181235
151574,33828139,2017660
151575,67821984,1790808
151576,33828139,56995
151577,05159822,1306825
151578,06230932,2777814
151579,9831829,2251073
151580,92019399,2908791
151581,18581928,2467417
151582,9831829,2004581
151583,92019399,1359898
151584,18539217,1819377
151585,18539217,1219661
151586,18581928,1175989
151587,9831829,433105
151588,05159822,1511958
151589,18581928,325306
151590,33828139,2942078
151591,18539217,461267
151592,18539217,102851
151593,06230932,880030
151594,06230932,2921234
151595,9831829,1476662
151596,06230932,1975794
151597,02838109,2873828
151598,18581928,674527
151599,18539217,970053
151600,33828139,2260153
151601,9831829,2851469
151602,9831829,2038185
151603,18539217,1565360
151604,01846359,938781
151605,05159822,2907657
151606,18539217,1653752
151607,01846359,2285548
151608,01846359,2913789
151609,67821984,1919958
151610,01846359,126292
151611,05159822,2916058
151612,67821984,2347727
151613,05159822,2469775
151614,01846359,1464970
151615,18581928,1423033
151616,06230932,1339616
151617,01846359,922666
151618,67821984,339217
151619,9831829,578838
151620,02838109,1445528
151621,33828139,2897741
151622,05159822,2141249
151623,92019399,1092964
151624,06230932,928884
151625,06230932,232754
151626,18581928,1969973
151627,92019399,1047896
151628,92019399,828536
151629,9831829,2434219
151630,67821984,1313799
151631,02838109,2372959
151632,18581928,2072839
151633,06230932,2238284
151634,9831829,2576207
151635,18581928,103054
151636,18539217,363807
151637,05159822,256266
151638,33828139,1040562
151639,18581928,1038889
151640,01846359,689990
151641,18539217,338552
151642,33828139,2849991
151643,67821984,1449800
151644,9831829,1936393
151645,05159822,794256
151646,05159822,-5044
151647,06230932,220363
151648,33828139,1437734
151649,01846359,1925908
151650,92019399,485442
151651,67821984,2385587
151652,92019399,114316
151653,01846359,1211291
151654,18581928,2193181
151655,05159822,2429627
151656,67821984,1982944
151657,05159822,2473942
151658,9831829,385567
151659,02838109,2880430
151660,02838109,867662
151661,92019399,1459877
151662,05159822,2574455
151663,92019399,859382
151664,92019399,1891382
151665,01846359,112375
151666,18581928,1381104
151667,33828139,801489
151668,05159822,250148
151669,9831829,2591756
151670,18539217,2061991
151671,02838109,1837751
151672,01846359,143946
151673,92019399,884593
151674,02838109,2327403
151675,18539217,2895774
151676,18539217,2669022
151677,18539217,2172415
151678,67821984,2341041
151679,05159822,45405
151680,9831829,2294154
151681,02838109,2992348
151682,18539217,500650
151683,06230932,509345
151684,06230932,687350
151685,92019399,1567134
151686,06230932,33178
151687,18539217,2857713
151688,92019399,2735005
151689,06230932,187169
151690,01846359,1007138
151691,9831829,2353662
151692,18581928,1816540
151693,18539217,2592272
151694,06230932,2468139
151695,33828139,49001
151696,33828139,2194077
151697,01846359,1757048
151698,33828139,2641262
151699,18539217,2520161
151700,33828139,590712
151701,05159822,150118
151702,06230932,2710141
151703,06230932,2359837
151704,02838109,1548253
151705,02838109,2674455
151706,06230932,2834088
151707,18581928,2008477
151708,9831829,413056
151709,05159822,1909816
151710,18539217,2498621
151711,05159822,223551
151712,9831829,2987591
151713,06230932,1638105
151714,01846359,2609923
151715,18539217,2814986
151716,06230932,257676
151717,9831829,1044286
151718,05159822,2412597
151719,92019399,1388718
151720,67821984,2127386
151721,02838109,324014
151722,05159822,608703
151723,01846359,375616
151724,67821984,1782887
151725,33828139,2571403
151726,05159822,1918039
151727,33828139,2456882
151728,33828139,1711462
151729,06230932,596856
151730,67821984,1625425
151731,05159822,2259859
151732,02838109,754264
151733,18539217,2653559
151734,9831829,244986
151735,92019399,2193357
151736,18581928,2486345
151737,9831829,2738393
151738,02838109,1201504
151739,92019399,1503247
151740,92019399,1825100
151741,92019399,2015336
151742,18581928,1032645
151743,06230932,581425
151744,9831829,2251166
151745,05159822,1151743
151746,01846359,73817
151747,9831829,2880544
151748,05159822,878011
151749,67821984,2602681
151750,33828139,1525997
151751,06230932,2376460
151752,33828139,1464700
151753,06230932,2374615
151754,9831829,1319624
151755,9831829,2931061
151756,02838109,1756948
151757,18539217,455167
151758,18539217,1738163
151759,05159822,830853
151760,05159822,1751667
151761,02838109,2160245
151762,18539217,1578775
151763,18539217,200965
151764,01846359,2504202
151765,02838109,1486503
151766,18539217,2505902
151767,18539217,2602170
151768,67821984,1775575
151769,33828139,539150
151770,01846359,220427
151771,18539217,2658765
151772,18539217,813150
151773,06230932,1372487
151774,67821984,2750543
151775,67821984,952547
151776,92019399,573686
151777,9831829,15577
151778,92019399,1993614
151779,05159822,759743
151780,33828139,1111344
151781,9831829,2760394
151782,06230932,1508070
151783,33828139,2332576
151784,67821984,2046242
151785,92019399,2410096
151786,92019399,2750560
151787,05159822,2787678
151788,67821984,2800175
151789,18539217,28013
151790,18539217,294509
151791,18581928,2885796
151792,18539217,840163
151793,33828139,403679
151794,02838109,2148546
151795,02838109,2626855
151796,33828139,1285284
151797,05159822,1570619
151798,06230932,2223921
151799,02838109,953555
151800,9831829,654197
151801,67821984,2795361
151802,9831829,813471
151803,18581928,2444610
151804,06230932,1546897
151805,05159822,2317428
151806,02838109,2790690
151807,18539217,1194930
151808,92019399,432805
151809,05159822,1486693
151810,92019399,845399
151811,01846359,821680
151812,92019399,2628169
151813,33828139,316541
151814,9831829,2338425
151815,18539217,2902487
151816,01846359,2802847
151817,33828139,1917104
151818,92019399,2905937
151819,67821984,11598
151820,18539217,1559518
151821,67821984,1637989
151822,9831829,1029635
151823,06230932,2868400
151824,33828139,927153
151825,01846359,501044
151826,06230932,532148
151827,92019399,2917385
151828,33828139,2332625
151829,92019399,1840481
151830,05159822,2349576
151831,01846359,1490685
151832,9831829,481740
151833,18539217,2153447
151834,05159822,1173466
151835,92019399,2393825
151836,05159822,840320
151837,05159822,2678219
151838,33828139,2004390
151839,02838109,2372246
151840,05159822,2138562
151841,02838109,411509
151842,33828139,413803
151843,92019399,697283
151844,9831829,931948
151845,18539217,2433208
151846,05159822,2204125
151847,92019399,697167
151848,05159822,1288982
151849,18539217,1137063
151850,92019399,2412470
151851,05159822,1071957
151852,06230932,333407
151853,05159822,2664793
151854,05159822,1538976
151855,33828139,171414
151856,9831829,248129
151857,18581928,654259
151858,02838109,2523989
151859,18581928,328146
151860,92019399,524217
151861,01846359,369250
151862,05159822,2240567
151863,33828139,2317999
151864,18581928,162648
151865,67821984,2291189
151866,92019399,37121
151867,92019399,984181
151868,06230932,2513604
151869,18539217,2437117
151870,02838109,30835
151871,06230932,1633355
151872,01846359,2902480
151873,67821984,1518237
151874,67821984,1153046
151875,18539217,2069987
151876,67821984,52825
151877,05159822,308857
151878,33828139,2928075
151879,92019399,1515174
151880,18539217,1467757
151881,02838109,2136880
151882,06230932,953299
151883,9831829,1248999
151884,9831829,2448411
151885,06230932,2103945
151886,18581928,2817607
151887,01846359,2669481
151888,92019399,2800195
151889,01846359,690635
151890,92019399,494130
151891,06230932,1772145
151892,92019399,2138504
151893,67821984,1507461
151894,18539217,2098836
151895,9831829,2462695
151896,67821984,2471927
151897,18539217,175995
151898,33828139,2509322
151899,18581928,2422632
151900,06230932,74227
151901,67821984,1032154
151902,9831829,2142015
151903,18581928,2217158
151904,33828139,261731
151905,18581928,876759
151906,02838109,549155
151907,33828139,1933345
151908,67821984,677848
151909,18539217,2436665
151910,33828139,2347010
151911,18539217,1626853
151912,9831829,2543005
